Elapsed s, Pressure dBar, Conductivity S/m, Temperature degC, Density SG, Sound Speed m/s
11310,8248.08496,3.3315,1.9307,1.063372709,1599.239691
11321,8255.963867,3.33176,1.9284,1.063406875,1599.374683
11331,8262.854492,3.33205,1.9325,1.063431065,1599.510283
11341,8270.018554,3.33229,1.9343,1.063458186,1599.64366
11351,8277.083984,3.33257,1.9333,1.063488141,1599.768313
11361,8284.839843,3.33286,1.9363,1.063516686,1599.916019
11371,8291.933593,3.33311,1.9359,1.063545865,1600.042357
11382,8299.032226,3.33341,1.936,1.063574986,1600.170886
11392,8306.204101,3.33371,1.9387,1.063601725,1600.307753
11402,8313.826171,3.33401,1.9407,1.063630861,1600.450574
11412,8320.886718,3.33427,1.9384,1.063661929,1600.571344
11422,8328.081054,3.33451,1.9416,1.063687707,1600.709075
11432,8335.207031,3.33479,1.9402,1.063718269,1600.833736
11443,8343.076171,3.33512,1.9464,1.063744291,1600.992716
11453,8350.095703,3.33537,1.9434,1.063775819,1601.110744
11463,8357.229492,3.33567,1.948,1.06380045,1601.252116
11473,8364.408203,3.33594,1.9469,1.063830803,1601.378379
11483,8372,3.33619,1.949,1.063859258,1601.520227
11494,8379.295898,3.33647,1.9489,1.063889109,1601.651402
11504,8386.502929,3.33676,1.9512,1.063916261,1601.78768
11514,8393.354492,3.33703,1.9527,1.063942721,1601.915295
11524,8401.396484,3.33732,1.954,1.063974011,1602.06344
11534,8408.560546,3.33755,1.9538,1.064003021,1602.191317
11544,8415.570312,3.33781,1.9565,1.064028751,1602.324803
11555,8422.643554,3.33809,1.9563,1.06405785,1602.451846
11565,8430.538085,3.33843,1.9581,1.064088498,1602.599527
11575,8437.583984,3.33869,1.9607,1.064114454,1602.733381
11585,8444.801757,3.33895,1.9607,1.064143705,1602.863202
11595,8451.823242,3.33921,1.9646,1.064168235,1603.00015
11605,8459.801757,3.33953,1.9628,1.064202684,1603.139277
11616,8467.058593,3.33978,1.9671,1.064227591,1603.281271
11626,8474.026367,3.34008,1.9669,1.064256446,1603.406796
11636,8481.158203,3.3403,1.9695,1.064282355,1603.541572
11646,8488.849609,3.34058,1.9709,1.064312098,1603.683763
11656,8496.068359,3.34084,1.9707,1.064341533,1603.813088
11666,8503.08789,3.34112,1.9728,1.064368044,1603.945449
11677,8510.287109,3.34141,1.9733,1.064396945,1604.076775
11687,8518.078125,3.34171,1.9735,1.064428446,1604.217775
11697,8525.361328,3.34198,1.9747,1.064456764,1604.35217
11707,8532.473632,3.34223,1.9795,1.064480588,1604.493008
11717,8539.478515,3.3425,1.9785,1.064510108,1604.616609
11727,8547.255859,3.3428,1.9801,1.064540112,1604.761165
11738,8554.291992,3.34301,1.981,1.064567278,1604.889561
11748,8561.533203,3.34332,1.9817,1.06459628,1605.022481
11758,8568.566406,3.34358,1.9834,1.064623047,1605.15373
11768,8576.423828,3.34385,1.9841,1.064653993,1605.296826
11778,8583.429687,3.34413,1.9871,1.064679496,1605.431405
11788,8590.451171,3.34441,1.9881,1.064707097,1605.560865
11799,8597.520507,3.34467,1.9878,1.064736028,1605.687365
11809,8605.575195,3.34497,1.9908,1.064765605,1605.840564
11819,8612.55371,3.34523,1.9886,1.064796133,1605.960364
11829,8619.603515,3.34549,1.9926,1.064820586,1606.098121
11839,8626.629882,3.34574,1.993,1.064848542,1606.225623
11850,8633.604492,3.34601,1.9928,1.064877088,1606.350903
11860,8641.354492,3.34631,1.9957,1.064905612,1606.498524
11870,8648.575195,3.34658,1.9965,1.064934046,1606.630804
11880,8655.783203,3.34686,1.9961,1.064963743,1606.759781
11890,8662.954101,3.34712,1.9984,1.064990364,1606.895088
11900,8670.748046,3.34743,2.0016,1.065018816,1607.044441
11911,8677.736328,3.3477,2.001,1.065047802,1607.168905
11921,8684.77539,3.34795,2.0023,1.065074858,1607.299077
11931,8692.004882,3.34821,2.0038,1.065102501,1607.433265
11941,8699.873046,3.34851,2.006,1.06513215,1607.581087
11951,8707.078125,3.34881,2.0061,1.065161474,1607.711678
11961,8714.15625,3.3491,2.0079,1.065188497,1607.844477
11972,8721.481445,3.34932,2.0107,1.065214806,1607.983255
11982,8729.176757,3.34963,2.0103,1.065246542,1608.121226
11992,8736.345703,3.34988,2.0134,1.065272216,1608.258525
12002,8743.498046,3.35014,2.0123,1.065302207,1608.384398
12012,8750.470703,3.35041,2.0141,1.065328646,1608.515072
12022,8758.295898,3.35071,2.0149,1.065359537,1608.658405
12033,8765.432617,3.35098,2.0158,1.0653875,1608.789535
12043,8772.541992,3.35125,2.0196,1.065412392,1608.927977
12053,8779.705078,3.35151,2.0187,1.065442201,1609.054594
12063,8787.458007,3.35183,2.0205,1.065471958,1609.199655
12073,8794.498046,3.35208,2.0209,1.065499887,1609.32747
12083,8801.570312,3.35237,2.0249,1.065524594,1609.4661
12094,8808.679687,3.35264,2.0234,1.065554892,1609.590329
12104,8816.393554,3.35292,2.0267,1.065582607,1609.738154
12114,8823.404296,3.35318,2.0278,1.065609783,1609.867494
12124,8830.663085,3.35346,2.0305,1.065636414,1610.005756
12134,8837.654296,3.35367,2.0287,1.065666047,1610.12625
12144,8845.578125,3.35397,2.0279,1.065698896,1610.267057
12155,8852.533203,3.35423,2.0335,1.065721246,1610.407497
12165,8859.591796,3.35453,2.0333,1.06575026,1610.534789
12175,8866.671875,3.35476,2.0364,1.065775368,1610.670276
12185,8874.542968,3.35501,2.0355,1.065807676,1610.809175
12195,8881.55664,3.35531,2.036,1.065835797,1610.937566
12206,8888.599609,3.35555,2.0378,1.065862173,1611.069075
12216,8895.786132,3.35585,2.0396,1.065889598,1611.203976
12226,8903.573242,3.35614,2.0398,1.065920799,1611.344953
12236,8910.776367,3.3564,2.0424,1.065947114,1611.481705
12246,8917.908203,3.35668,2.0413,1.065977121,1611.607601
12256,8925,3.35694,2.0457,1.066001172,1611.747227
12267,8932.767578,3.35722,2.0446,1.066033531,1611.88425
12277,8939.830078,3.35745,2.048,1.066058232,1612.020252
12287,8946.985351,3.35776,2.0473,1.066088162,1612.14808
12297,8954.09375,3.35801,2.049,1.066114939,1612.280634
12307,8961.854492,3.35829,2.0515,1.066143572,1612.427179
12317,8969.001953,3.35857,2.051,1.066172999,1612.554978
12328,8975.919921,3.35883,2.0511,1.066200785,1612.680076
12338,8983.125,3.3591,2.0544,1.066226441,1612.818899
12348,8990.960937,3.35939,2.0539,1.066258496,1612.958899
12358,8998.101562,3.35967,2.0565,1.066284708,1613.094873
12368,9005.162109,3.3599,2.0583,1.06631101,1613.22658
12378,9012.20996,3.36018,2.0599,1.066337896,1613.358262
12389,9020.117187,3.36047,2.0616,1.066367947,1613.505397
12399,9027.228515,3.36072,2.0629,1.06639511,1613.636956
12409,9034.217773,3.361,2.0629,1.066423409,1613.763349
12419,9041.291015,3.36127,2.0651,1.066449675,1613.89694
12429,9049.08496,3.36153,2.0646,1.066481286,1614.035795
12439,9056.226562,3.3618,2.0671,1.066507491,1614.171387
12450,9063.393554,3.36207,2.0691,1.066534299,1614.306091
12460,9070.501953,3.36236,2.0675,1.066564747,1614.430461
12470,9078.166015,3.36262,2.0723,1.066590432,1614.58119
12480,9085.307617,3.3629,2.0693,1.066622345,1614.70227
12490,9092.46875,3.36318,2.0752,1.066645207,1614.847422
12501,9099.606445,3.36344,2.0743,1.066674774,1614.973747
12511,9107.450195,3.36376,2.078,1.066702753,1615.125567
12521,9114.388671,3.36397,2.0781,1.066730121,1615.250347
12531,9121.458984,3.36421,2.0776,1.066758848,1615.376277
12541,9128.322265,3.36449,2.0818,1.066782332,1615.511687
12551,9136.064453,3.36477,2.0824,1.066812753,1615.652896
12562,9143.043945,3.36499,2.0816,1.06684127,1615.776155
12572,9150.061523,3.36524,2.0845,1.066866389,1615.910371
12582,9157.048828,3.36551,2.0859,1.066893102,1616.040356
12592,9164.923828,3.36578,2.0862,1.066924221,1616.182958
12602,9171.986328,3.36603,2.0871,1.066951547,1616.312643
12612,9179.033203,3.3663,2.0868,1.066980213,1616.439155
12623,9186.111328,3.3666,2.0912,1.067004431,1616.579155
12633,9193.912109,3.36688,2.0908,1.067036064,1616.718752
12643,9201.039062,3.36713,2.0914,1.067063922,1616.848777
12653,9208.038085,3.36739,2.0938,1.067089544,1616.981495
12663,9215.072265,3.36766,2.0967,1.067114866,1617.116305
12673,9222.706054,3.36793,2.098,1.067144039,1617.257362
12684,9229.692382,3.36819,2.0964,1.067173706,1617.379232
12694,9236.84375,3.36847,2.0994,1.067199433,1617.516509
12704,9243.83789,3.36871,2.1017,1.067224951,1617.648593
12714,9251.482421,3.36898,2.1013,1.067255893,1617.785332
12724,9258.620117,3.36924,2.1025,1.067283234,1617.917302
12734,9265.623046,3.36949,2.1011,1.067312655,1618.039865
12745,9272.732421,3.36974,2.1038,1.067338261,1618.175182
12755,9280.493164,3.37006,2.107,1.067366353,1618.32425
12765,9287.291015,3.37031,2.1086,1.067391931,1618.451192
12775,9294.221679,3.37057,2.1096,1.067418697,1618.579015
12785,9301.238281,3.37083,2.1099,1.067446494,1618.706487
12795,9308.985351,3.37109,2.1128,1.067474314,1618.853656
12806,9316.095703,3.37138,2.1104,1.067505478,1618.976049
12816,9323.115234,3.3716,2.1141,1.067529445,1619.112018
12826,9330.206054,3.37191,2.1145,1.067557829,1619.241789
12836,9338.035156,3.3722,2.1173,1.067586297,1619.39057
12846,9345.220703,3.37246,2.1191,1.067613158,1619.524992
12857,9352.216796,3.3727,2.118,1.067642122,1619.648121
12867,9359.167968,3.37295,2.12,1.067667821,1619.778826
12877,9366.87207,3.37324,2.1225,1.067696121,1619.924627
12887,9373.879882,3.37349,2.1242,1.067722331,1620.055532
12897,9380.958007,3.37374,2.1254,1.067749309,1620.186346
12907,9387.825195,3.37399,2.122,1.067780229,1620.301286
12918,9395.623046,3.37427,2.1279,1.067805284,1620.457594
12928,9402.567382,3.37452,2.1294,1.067831451,1620.586863
12938,9409.571289,3.37477,2.1307,1.067858041,1620.716649
12948,9416.863281,3.37506,2.1295,1.067888596,1620.845446
12958,9423.845703,3.37531,2.1309,1.067914997,1620.975124
12968,9431.533203,3.37562,2.132,1.067944811,1621.117232
12979,9438.526367,3.37587,2.1345,1.067970115,1621.250011
12989,9445.504882,3.37611,2.135,1.06799733,1621.377101
12999,9452.757812,3.37638,2.1359,1.068025398,1621.510492
13009,9460.529296,3.37666,2.1361,1.068056173,1621.651268
13019,9467.708007,3.37693,2.1403,1.068080572,1621.792086
13029,9474.673828,3.37717,2.1408,1.068107727,1621.918961
13040,9481.591796,3.37745,2.1421,1.068134224,1622.04769
13050,9489.401367,3.37773,2.1457,1.068161634,1622.198124
13060,9496.473632,3.37798,2.1453,1.06819018,1622.324637
13070,9503.46289,3.37821,2.1451,1.068218042,1622.449938
13080,9510.572265,3.3785,2.1457,1.068246033,1622.580324
13090,9518.263671,3.37878,2.1497,1.068272582,1622.729747
13101,9525.454101,3.37903,2.1491,1.068301755,1622.857813
13111,9532.592773,3.3793,2.1523,1.068327003,1622.995293
13121,9539.621093,3.37955,2.1541,1.068353108,1623.126855
13131,9547.40039,3.37983,2.1529,1.068385307,1623.2641
13141,9554.450195,3.38006,2.1563,1.06840967,1623.399976
13151,9561.625,3.38032,2.1552,1.068439368,1623.526605
13162,9568.544921,3.38061,2.1576,1.068464788,1623.65843
13172,9576.253906,3.38088,2.1591,1.068493854,1623.80143
13182,9583.339843,3.38114,2.1583,1.068522908,1623.927301
13192,9590.423828,3.38139,2.1615,1.068547756,1624.063539
13202,9597.447265,3.38165,2.1651,1.068572053,1624.199914
13213,9605.320312,3.38193,2.1634,1.068605081,1624.337508
13223,9612.506835,3.3822,2.1664,1.068630671,1624.475307
13233,9619.385742,3.38244,2.1636,1.068660833,1624.592002
13243,9626.463867,3.38268,2.1668,1.068685557,1624.727999
13253,9634.378906,3.38297,2.1703,1.068713466,1624.880179
13263,9641.426757,3.38322,2.1697,1.068742063,1625.005783
13274,9648.583984,3.38349,2.1733,1.068766912,1625.14465
13284,9655.779296,3.38377,2.1754,1.068793523,1625.280381
13294,9663.164062,3.38401,2.1749,1.068823158,1625.412019
13304,9670.304687,3.38428,2.1734,1.068853177,1625.537178
13314,9677.460937,3.3845,2.1781,1.068876451,1625.678208
13324,9684.654296,3.38481,2.18,1.068903504,1625.813812
13335,9692.146484,3.38508,2.1794,1.068933876,1625.947511
13345,9699.220703,3.38535,2.1817,1.068959733,1626.081507
13355,9706.323242,3.3856,2.1839,1.068985622,1626.21545
13365,9713.40039,3.38584,2.1848,1.069012667,1626.345389
13375,9720.892578,3.38611,2.1853,1.069041894,1626.481988
13385,9728.326171,3.38638,2.1876,1.069069054,1626.62229
13396,9735.246093,3.38666,2.1874,1.069096984,1626.747158
13406,9742.257812,3.38689,2.1874,1.069124616,1626.873448
13416,9750.142578,3.38718,2.1889,1.069154409,1627.019854
13426,9757.168945,3.38744,2.1915,1.06917967,1627.153662
13436,9764.223632,3.3877,2.1914,1.069207807,1627.280878
13446,9771.232421,3.38795,2.1964,1.069230444,1627.420536
13457,9778.919921,3.38823,2.1933,1.069264146,1627.551268
13467,9785.911132,3.38846,2.1975,1.069287363,1627.688232
13477,9793.051757,3.38876,2.1982,1.06931532,1627.819633
13487,9800.051757,3.38904,2.1995,1.069341971,1627.949856
13497,9807.626953,3.38927,2.2013,1.069369783,1628.09077
13508,9814.804687,3.38951,2.2033,1.069396018,1628.225379
13518,9821.779296,3.38978,2.2013,1.069425876,1628.346364
13528,9828.716796,3.39002,2.2029,1.069451637,1628.475711
13538,9836.589843,3.39029,2.2052,1.069480349,1628.623738
13548,9843.620117,3.39059,2.2053,1.069508496,1628.75164
13558,9850.639648,3.39082,2.2118,1.069529421,1628.895128
13569,9857.617187,3.39109,2.2092,1.069559891,1629.014603
13579,9865.568359,3.39138,2.2125,1.069588015,1629.166909
13589,9872.453125,3.39164,2.2128,1.069615071,1629.292216
13599,9879.526367,3.39186,2.2144,1.069641135,1629.423666
13609,9886.535156,3.3921,2.2155,1.069667645,1629.552962
13619,9894.364257,3.39236,2.2188,1.069695054,1629.7027
13630,9901.375,3.3926,2.22,1.069721461,1629.832293
13640,9908.389648,3.39284,2.2184,1.06975076,1629.954629
13650,9915.279296,3.39311,2.2223,1.069774195,1630.089593
13660,9923,3.39335,2.2224,1.069804317,1630.228772
13670,9929.967773,3.39362,2.2242,1.069830191,1630.359613
13680,9937.041992,3.39387,2.224,1.06985834,1630.486807
13691,9944.041015,3.39411,2.2269,1.069882935,1630.620648
13701,9951.74707,3.39438,2.2274,1.069912832,1630.76105
13711,9958.948242,3.39468,2.228,1.069941035,1630.89328
13721,9965.961914,3.39493,2.2312,1.06996545,1631.028305
13731,9972.982421,3.39521,2.2329,1.069991685,1631.159956
13741,9980.588867,3.39543,2.233,1.070021192,1631.296859
13752,9987.532226,3.39568,2.2341,1.070047502,1631.425164
13762,9994.52539,3.39592,2.236,1.070073082,1631.556291
13772,10001.63867,3.39618,2.2365,1.070100708,1631.686155
13782,10009.24316,3.39644,2.2384,1.07012868,1631.8283
13792,10016.16602,3.39673,2.2402,1.070154521,1631.958644
13802,10023.12793,3.39697,2.2396,1.070182548,1632.082698
13813,10030.0918,3.39722,2.2412,1.070208399,1632.212674
13823,10037.89355,3.39749,2.2415,1.070238808,1632.354251
13833,10044.96191,3.39776,2.2425,1.07026582,1632.484781
13843,10052.00293,3.39803,2.2462,1.070289949,1632.621875
13853,10059.08984,3.39828,2.2454,1.070318707,1632.747753
13864,10066.83105,3.39853,2.2484,1.070345931,1632.895031
13874,10073.83008,3.39878,2.251,1.07037086,1633.028235
13884,10080.96289,3.39906,2.2513,1.070398896,1633.158217
13894,10088.0332,3.39928,2.2531,1.070424648,1633.290162
13904,10095.85156,3.3996,2.2551,1.070453761,1633.43718
13914,10102.83301,3.39984,2.2579,1.070478322,1633.570455
13925,10109.83008,3.40006,2.2573,1.07050627,1633.694862
13935,10116.90625,3.40031,2.2573,1.070534138,1633.822648
13945,10124.66113,3.40056,2.2587,1.070563031,1633.966
13955,10131.79297,3.40081,2.2601,1.070589653,1634.098413
13965,10138.78809,3.40108,2.26,1.070617489,1634.224803
13975,10145.60645,3.40133,2.2651,1.070639153,1634.361346
13986,10153.25,3.40158,2.2648,1.070669378,1634.49832
13996,10160.29199,3.40183,2.2667,1.070695145,1634.630459
14006,10167.21094,3.40207,2.2688,1.070720171,1634.760816
14016,10174.21289,3.40236,2.27,1.070746845,1634.890996
14026,10181.85156,3.40261,2.2704,1.070776317,1635.029711
14036,10188.67383,3.40286,2.2696,1.070804055,1635.15097
14047,10195.73242,3.40309,2.2724,1.070828769,1635.285461
14057,10202.63867,3.40336,2.2747,1.07085378,1635.416541
14067,10209.56348,3.40362,2.2757,1.070880111,1635.544425
14077,10217.18945,3.40386,2.2741,1.070911496,1635.677583
14087,10224.19336,3.40411,2.2767,1.070936374,1635.810876
14097,10231.2002,3.40438,2.2786,1.07096215,1635.942684
14108,10238.12695,3.40464,2.28,1.070988063,1636.071645
14118,10245.85156,3.4049,2.2828,1.071015427,1636.218256
14128,10253.00391,3.40515,2.2821,1.071044232,1636.345584
14138,10259.89844,3.40539,2.2841,1.071069231,1636.475256
14148,10267.0752,3.40563,2.2868,1.071094529,1636.611703
14158,10274.68945,3.40594,2.2889,1.071122621,1636.755263
14169,10281.55762,3.40618,2.2891,1.07114937,1636.8798
14179,10288.63086,3.40642,2.2893,1.07117686,1637.00794
14189,10295.73633,3.40669,2.289,1.071205232,1637.135772
14199,10303.41016,3.40695,2.2909,1.071233311,1637.279157
14209,10310.38086,3.40725,2.2947,1.071257213,1637.415684
14220,10317.36035,3.40749,2.2952,1.07128404,1637.542959
14230,10324.2793,3.40772,2.295,1.071311283,1637.667215
14240,10332.0498,3.40797,2.2976,1.071338892,1637.813973
14250,10338.875,3.40821,2.2969,1.071366388,1637.935429
14260,10345.83105,3.40843,2.2993,1.07139099,1638.066941
14270,10352.97461,3.40867,2.303,1.071415097,1638.205396
14281,10360.66504,3.40895,2.3014,1.071446985,1638.340285
14291,10367.54883,3.40921,2.3028,1.071472684,1638.468498
14301,10374.62695,3.40949,2.307,1.071496364,1638.60766
14311,10381.70898,3.4097,2.3078,1.071522973,1638.737098
14321,10389.26758,3.40998,2.3073,1.071553235,1638.872527
14331,10396.35156,3.41022,2.3107,1.071577415,1639.009155
14342,10403.42871,3.41048,2.3121,1.071603798,1639.140765
14352,10410.32129,3.41072,2.3129,1.07162996,1639.267299
14362,10418.13672,3.41097,2.3145,1.07165872,1639.412258
14372,10424.91699,3.41124,2.3146,1.071685444,1639.53543
14382,10431.875,3.41147,2.318,1.071709067,1639.669702
14392,10438.92676,3.4117,2.3193,1.071735192,1639.800187
14403,10446.45508,3.41197,2.3204,1.071763583,1639.93909
14413,10453.40137,3.41222,2.3231,1.071788044,1640.071624
14423,10460.45801,3.41245,2.3225,1.071816138,1640.197283
14433,10467.54199,3.41268,2.3227,1.071843503,1640.325492
14443,10475.13477,3.41297,2.322,1.071874138,1640.461157
14453,10482.27637,3.4132,2.3245,1.071899331,1640.596326
14464,10489.46289,3.41349,2.3278,1.071924363,1640.735192
14474,10496.56445,3.41377,2.3312,1.071948896,1640.872682
14484,10504.13379,3.41401,2.3312,1.07197829,1641.009046
14494,10511.19531,3.41423,2.3321,1.072004747,1641.138532
14504,10518.2207,3.41448,2.333,1.072031323,1641.267805
14515,10525.28125,3.41473,2.3363,1.072055546,1641.403893
14525,10532.87012,3.41501,2.3376,1.072083991,1641.54452
14535,10539.79395,3.41527,2.3367,1.072112131,1641.667501
14545,10546.93262,3.41551,2.3378,1.072138813,1641.799142
14555,10554.1123,3.41574,2.3398,1.072164627,1641.933687
14565,10561.7373,3.41606,2.3416,1.072193008,1642.0768
14576,10568.8584,3.41628,2.3438,1.072218313,1642.21069
14586,10575.81641,3.41652,2.3441,1.072245155,1642.337093
14596,10582.64355,3.41676,2.3448,1.072271108,1642.462229
14606,10590.18945,3.41704,2.3488,1.072296583,1642.609064
14616,10597.46094,3.41729,2.3478,1.072325973,1642.737765
14626,10604.7168,3.41749,2.3493,1.072352303,1642.871939
14637,10611.65234,3.41777,2.3505,1.072378454,1643.000829
14647,10619.31641,3.41806,2.3532,1.072405767,1643.146527
14657,10626.62012,3.4183,2.3526,1.072434764,1643.276689
14667,10633.48633,3.41855,2.3547,1.072459474,1643.40626
14677,10640.63379,3.41879,2.357,1.072484906,1643.541149
14687,10648.14844,3.41905,2.3579,1.072513272,1643.679164
14698,10655.15137,3.41931,2.358,1.072540615,1643.806126
14708,10662.47656,3.4196,2.3614,1.072565962,1643.947667
14718,10669.2627,3.4198,2.3617,1.072591807,1644.070497
14728,10676.67773,3.42005,2.3632,1.072619097,1644.208167
14738,10683.69336,3.4203,2.3652,1.072644427,1644.340103
14748,10690.88379,3.42053,2.3674,1.07267001,1644.475347
14759,10697.69141,3.42079,2.3671,1.072697043,1644.597849
14769,10705.22754,3.42104,2.3692,1.072724137,1644.739191
14779,10712.3291,3.42128,2.3679,1.072753088,1644.864009
14789,10719.3125,3.42151,2.3716,1.072776363,1644.999472
14799,10726.49805,3.42175,2.373,1.072802822,1645.132711
14809,10734.06641,3.42206,2.3731,1.072832586,1645.270311
14820,10741.2168,3.42233,2.376,1.072857614,1645.407206
14830,10748.2959,3.42256,2.3781,1.072882873,1645.540233
14840,10755.26758,3.4228,2.3782,1.072909891,1645.666372
14850,10762.79004,3.42308,2.3788,1.072938709,1645.804034
14860,10769.85156,3.42333,2.3807,1.072964268,1645.936516
14871,10776.94531,3.42355,2.3822,1.072990103,1646.06812
14881,10783.89258,3.423789,2.3844,1.073014843,1646.19921
14891,10791.72266,3.42406,2.3837,1.073046022,1646.338816
14901,10798.72266,3.42428,2.3864,1.07307027,1646.471852
14911,10805.76367,3.42458,2.3868,1.073097708,1646.600816
14921,10812.69336,3.42484,2.3901,1.07312141,1646.73471
14932,10820.25781,3.42506,2.3919,1.07314861,1646.875356
14942,10827.24023,3.42529,2.3916,1.073175965,1647.000521
14952,10834.4082,3.42556,2.3901,1.07320556,1647.126426
14962,10841.36426,3.42579,2.3924,1.073230127,1647.257799
14972,10849.05176,3.42607,2.396,1.073256396,1647.406058
14982,10855.98242,3.42631,2.3983,1.073280949,1647.53712
14993,10863.08398,3.42656,2.3981,1.073308781,1647.664916
15003,10870.08008,3.42678,2.3993,1.073334533,1647.794031
15013,10877.91113,3.42705,2.4025,1.073361634,1647.943644
15023,10884.8252,3.4273,2.4036,1.073387439,1648.071475
15033,10891.67969,3.42751,2.4036,1.073413829,1648.194887
15043,10898.73633,3.42779,2.4063,1.073438736,1648.32974
15054,10906.33496,3.42804,2.4061,1.073468335,1648.466276
15064,10913.4082,3.42829,2.409,1.073492839,1648.601516
15074,10920.38867,3.42852,2.4085,1.073520353,1648.726139
15084,10927.39746,3.428761,2.4113,1.073544647,1648.859863
15094,10935.0918,3.42902,2.4137,1.073571963,1649.004863
15104,10941.9668,3.42928,2.4123,1.07360027,1649.125746
15115,10948.94727,3.42952,2.4148,1.073624754,1649.258188
15125,10955.87695,3.42973,2.4157,1.073650456,1649.385226
15135,10963.63281,3.43,2.4182,1.073677968,1649.531714
15145,10970.7334,3.43029,2.4202,1.073703807,1649.665677
15155,10977.80664,3.43052,2.4222,1.073729045,1649.798328
15165,10984.74023,3.43078,2.4207,1.073757647,1649.919989
15176,10991.59961,3.43102,2.4257,1.073779092,1650.056688
15186,10999.33887,3.43127,2.4255,1.073809151,1650.195699
15196,11006.27344,3.43149,2.4284,1.073832864,1650.328072
15206,11013.22754,3.43173,2.4284,1.07385981,1650.453652
15216,11020.0918,3.43195,2.429,1.073885644,1650.57891
15227,11027.74219,3.43226,2.4322,1.073912354,1650.725875
15237,11034.74805,3.43249,2.4333,1.073938255,1650.855037
15247,11041.86914,3.43273,2.4329,1.073966201,1650.982532
15257,11048.80176,3.43299,2.4355,1.073990532,1651.114651
15267,11056.70801,3.43324,2.4352,1.074021266,1651.256344
15277,11063.67773,3.43349,2.4384,1.074045019,1651.390508
15288,11070.6582,3.433739,2.4389,1.074071592,1651.517952
15298,11077.63281,3.43398,2.4401,1.074097351,1651.64697
15308,11085.3877,3.43426,2.4433,1.074124157,1651.795348
15318,11092.28613,3.43451,2.4435,1.074150745,1651.920597
15328,11099.30273,3.43475,2.4457,1.074175602,1652.052889
15338,11106.31738,3.435,2.4439,1.07420467,1652.175079
15349,11113.93262,3.43527,2.4469,1.074231085,1652.320349
15359,11120.8418,3.43546,2.4473,1.074256994,1652.44547
15369,11127.84961,3.43572,2.4475,1.074284042,1652.572781
15379,11134.81836,3.436,2.4486,1.074310182,1652.701974
15389,11142.51367,3.43623,2.4521,1.07433602,1652.849371
15399,11149.35645,3.436511,2.4547,1.074360159,1652.980185
15410,11156.41992,3.4367,2.4554,1.074386285,1653.108768
15420,11163.40039,3.43698,2.4571,1.074411833,1653.239693
15430,11171.13477,3.43722,2.4585,1.074440054,1653.382558
15440,11178.23926,3.43744,2.4608,1.07446492,1653.516365
15450,11185.30664,3.43774,2.4583,1.074495282,1653.638393
15460,11192.0332,3.43795,2.4634,1.074515809,1653.772546
15471,11199.80273,3.4382,2.4645,1.074544534,1653.9154
15481,11206.86719,3.43842,2.4671,1.074568934,1654.049262
15491,11213.91699,3.43869,2.4654,1.074598143,1654.172607
15501,11220.83496,3.43892,2.4695,1.074620543,1654.307847
15511,11228.44141,3.43916,2.4677,1.074651591,1654.440314
15521,11235.52539,3.43939,2.4725,1.074673852,1654.58025
15532,11242.45801,3.43966,2.4742,1.074699111,1654.710185
15542,11248.43359,3.43988,2.4713,1.074725294,1654.810904
15552,11248.5459,3.4396,2.4697,1.074725027,1654.804963
15562,11248.58887,3.43956,2.4696,1.074724952,1654.804915
15572,11248.50195,3.43933,2.4697,1.074722628,1654.800481
15583,11248.4707,3.43927,2.4695,1.074722225,1654.798599
15593,11248.55859,3.43927,2.4697,1.074722332,1654.800653
15603,11248.5332,3.43927,2.4697,1.074722241,1654.800207
15613,11248.46094,3.43926,2.4698,1.074721796,1654.799053
15623,11248.52246,3.43926,2.4698,1.074722016,1654.800135
15633,11248.58398,3.43924,2.47,1.074721863,1654.801451
15644,11248.51758,3.43924,2.4699,1.074721729,1654.800029
15654,11248.58301,3.43923,2.4699,1.07472188,1654.801042
15664,11248.44824,3.43921,2.4698,1.074721336,1654.798143
15674,11248.61523,3.4392,2.4699,1.074721746,1654.801196
15684,11248.5293,3.43918,2.4697,1.07472148,1654.798902
15694,11248.53711,3.43917,2.4697,1.074721425,1654.798902
15705,11248.63477,3.43917,2.4697,1.074721774,1654.800619
15715,11248.5293,3.43916,2.4697,1.074721314,1654.798627
15725,11248.68555,3.43914,2.4699,1.074721499,1654.801608
15735,11248.4668,3.43913,2.4699,1.074720634,1654.797625
15745,11248.5791,3.43912,2.4699,1.074720953,1654.799462
15755,11248.48633,3.43911,2.4699,1.074720538,1654.797693
15766,11248.5918,3.43912,2.4699,1.074720998,1654.799685
15776,11248.55273,3.43913,2.47,1.074720838,1654.79939
15786,11248.61426,3.43912,2.4701,1.074720871,1654.800589
15796,11248.62988,3.43914,2.47,1.074721197,1654.800884
15806,11248.55762,3.43913,2.4701,1.074720752,1654.79973
15816,11248.56738,3.43915,2.4701,1.074720953,1654.800177
15827,11248.52344,3.43915,2.4702,1.074720692,1654.799658
15837,11248.54785,3.43916,2.47,1.07472107,1654.799716
15847,11248.58594,3.43915,2.4699,1.074721226,1654.799994
15857,11248.68262,3.43915,2.4698,1.074721675,1654.80144
15867,11248.68945,3.43915,2.4697,1.074721803,1654.801306
15878,11248.56055,3.43915,2.4697,1.074721343,1654.799039
15888,11248.55859,3.43915,2.4698,1.074721232,1654.799259
15898,11248.6377,3.43914,2.4698,1.074721432,1654.800513
