Elapsed s, Pressure dBar, Conductivity S/m, Temperature degC, Density SG, Sound Speed m/s
30230,11249.0957,3.44157,2.4691,1.074743972,1654.840167
30240,11249.05762,3.44157,2.4692,1.074743733,1654.839751
30250,11249.20801,3.44157,2.4692,1.07474427,1654.842396
30260,11249.10156,3.44157,2.4691,1.074743993,1654.84027
30270,11249.1748,3.44157,2.4691,1.074744255,1654.841558
30281,11249.17871,3.44158,2.4691,1.074744352,1654.841764
30291,11249.14258,3.44156,2.4691,1.074744057,1654.840854
30301,11249.13281,3.44158,2.4691,1.074744188,1654.840957
30311,11249.2334,3.44156,2.4691,1.074744381,1654.842451
30321,11249.09375,3.44158,2.4692,1.074743945,1654.840524
30331,11249.1582,3.44158,2.4691,1.074744279,1654.841403
30342,11249.07715,3.44159,2.4692,1.074743969,1654.84037
30352,11249.16602,3.44158,2.4691,1.074744307,1654.84154
30362,11249.11035,3.44157,2.4691,1.074744025,1654.840424
30372,11249.04395,3.44158,2.4691,1.07474387,1654.839394
30382,11249.12988,3.44158,2.4691,1.074744178,1654.840905
30392,11249.0918,3.44158,2.4692,1.074743938,1654.84049
30403,11249.14746,3.44158,2.4692,1.074744137,1654.841468
30413,11249.16992,3.44159,2.4692,1.0747443,1654.842001
30423,11249.01465,3.44158,2.4692,1.074743662,1654.839133
30433,11249.13281,3.44158,2.4692,1.074744084,1654.841211
30443,11249.19238,3.44159,2.4692,1.07474438,1654.842396
30454,11249.06738,3.44158,2.4692,1.074743851,1654.84006
30464,11249.14355,3.44158,2.4692,1.074744123,1654.8414
30474,11249.08984,3.44159,2.4692,1.074744014,1654.840593
30484,11249.0957,3.4416,2.4692,1.074744118,1654.840833
30494,11249.24512,3.4416,2.4691,1.074744755,1654.843206
30504,11249.09375,3.4416,2.4692,1.074744111,1654.840799
30515,11249.08301,3.4416,2.4692,1.074744073,1654.84061
30525,11249.04785,3.44159,2.4692,1.074743864,1654.839854
30535,11249.08301,3.4416,2.4692,1.074744073,1654.84061
30545,11249.0625,3.44159,2.4692,1.074743916,1654.840112
30555,11249.21387,3.4416,2.4692,1.07474454,1654.842911
30565,11249.1543,3.4416,2.4692,1.074744327,1654.841863
30576,11249.1543,3.44159,2.4692,1.074744244,1654.841726
30586,11249.1377,3.44159,2.4691,1.074744289,1654.84118
30596,11249.1748,3.44159,2.4692,1.074744318,1654.842087
30606,11249.12305,3.44161,2.4692,1.074744299,1654.841451
30616,11249.1875,3.44159,2.4692,1.074744363,1654.84231
30626,11249.04102,3.44159,2.4692,1.074743839,1654.839734
30637,11249.16211,3.44158,2.4691,1.074744293,1654.841472
30647,11249.07031,3.44161,2.4692,1.07474411,1654.840524
30657,11249.12109,3.44159,2.4691,1.074744229,1654.840888
30667,11249.00488,3.4416,2.4692,1.074743793,1654.839236
30677,11249.16504,3.44159,2.4692,1.074744283,1654.841915
30687,11249.30371,3.44158,2.4692,1.074744695,1654.844216
30698,11249.13281,3.44157,2.4692,1.074744001,1654.841074
30708,11249.22363,3.44158,2.4692,1.074744409,1654.842808
30718,11249.19727,3.44158,2.4692,1.074744315,1654.842344
30728,11249.21094,3.44159,2.4692,1.074744447,1654.842722
30738,11249.2627,3.44159,2.4692,1.074744632,1654.843632
30749,11249.0293,3.44158,2.4692,1.074743715,1654.839391
30759,11249.2168,3.44158,2.4692,1.074744385,1654.842688
30769,11249.1543,3.44158,2.4692,1.074744161,1654.841589
30779,11249.29102,3.44158,2.4692,1.07474465,1654.843993
30789,11249.12012,3.44158,2.4692,1.074744039,1654.840988
30799,11249.19727,3.44158,2.4692,1.074744315,1654.842344
30810,11249.1748,3.44158,2.4692,1.074744234,1654.841949
30820,11249.12012,3.44158,2.4693,1.074743935,1654.841242
30830,11249.1875,3.44157,2.4692,1.074744197,1654.842035
30840,11249.27637,3.44157,2.4692,1.074744514,1654.843598
30850,11249.11133,3.44156,2.4692,1.074743842,1654.840558
30860,11249.16504,3.44158,2.4692,1.0747442,1654.841778
30871,11249.16016,3.44157,2.4692,1.074744099,1654.841554
30881,11248.99805,3.44156,2.4692,1.074743437,1654.838567
30891,11249.15137,3.44157,2.4692,1.074744068,1654.8414
30901,11249.19531,3.44157,2.4692,1.074744225,1654.842173
30911,11249.02148,3.44158,2.4692,1.074743687,1654.839253
30921,11249.14258,3.44156,2.4692,1.074743953,1654.841108
30932,11249.12695,3.44157,2.4692,1.07474398,1654.840971
30942,11249.08301,3.44157,2.4692,1.074743823,1654.840198
30952,11249.09961,3.44157,2.4692,1.074743883,1654.84049
30962,11249.27246,3.44157,2.4692,1.0747445,1654.843529
30972,11249.20215,3.44157,2.4692,1.074744249,1654.842293
30982,11249.12305,3.44156,2.4692,1.074743883,1654.840764
30993,11249.07324,3.44157,2.4692,1.074743789,1654.840026
31003,11249.08105,3.44157,2.4692,1.074743816,1654.840163
31013,11249.19824,3.44157,2.4692,1.074744235,1654.842224
31023,11249.25195,3.44156,2.4692,1.074744344,1654.843031
31033,11249.14258,3.44157,2.4692,1.074744036,1654.841245
31043,11249.22266,3.44158,2.4692,1.074744405,1654.842791
31054,11249.05273,3.44156,2.4692,1.074743632,1654.839528
31064,11249.09375,3.44156,2.4692,1.074743779,1654.840249
31074,11249.0791,3.44156,2.4692,1.074743726,1654.839992
31084,11248.93555,3.44157,2.4692,1.074743297,1654.837605
31094,11249.19531,3.44156,2.4693,1.074744038,1654.842289
31105,11249.11035,3.44157,2.4692,1.074743921,1654.840679
31115,11249.10352,3.44156,2.4692,1.074743814,1654.840421
31125,11249.07324,3.44157,2.4693,1.074743685,1654.84028
31135,11248.96875,3.44157,2.4692,1.074743415,1654.838189
31145,11249.19727,3.44156,2.4692,1.074744149,1654.842069
31155,11249.2168,3.44156,2.4692,1.074744218,1654.842413
31166,11249.04199,3.44157,2.4692,1.074743677,1654.839477
31176,11249.1748,3.44157,2.4692,1.074744151,1654.841812
31186,11248.97266,3.44157,2.4692,1.074743429,1654.838257
31196,11249.17773,3.44158,2.4693,1.074744141,1654.842255
31206,11249.08984,3.44158,2.4692,1.074743931,1654.840455
31216,11249.04102,3.44159,2.4692,1.074743839,1654.839734
31227,11249.11035,3.44157,2.4692,1.074743921,1654.840679
31237,11249.10645,3.44156,2.4692,1.074743824,1654.840473
31247,11249.1084,3.44157,2.4692,1.074743914,1654.840644
31257,11249.0918,3.44158,2.4692,1.074743938,1654.84049
31267,11249.24414,3.44158,2.4692,1.074744482,1654.843168
31277,11249.15137,3.44158,2.4692,1.074744151,1654.841537
31288,11249.0957,3.44158,2.4692,1.074743952,1654.840558
31298,11249.08008,3.44159,2.4693,1.074743875,1654.840675
31308,11249.10156,3.44158,2.4692,1.074743973,1654.840661
31318,11249.15234,3.44158,2.4692,1.074744154,1654.841554
31328,11249.10352,3.44159,2.4692,1.074744063,1654.840833
31338,11249.22266,3.44161,2.4692,1.074744655,1654.843203
31349,11249.06641,3.4416,2.4692,1.074744013,1654.840318
31359,11249.02246,3.4416,2.4692,1.074743856,1654.839545
31369,11249.1123,3.4416,2.4692,1.074744177,1654.841125
31379,11249.12891,3.44161,2.4692,1.07474432,1654.841554
31389,11249.09375,3.44161,2.4692,1.074744194,1654.840936
31399,11249.03711,3.4416,2.4692,1.074743909,1654.839803
31410,11249.16602,3.44161,2.4692,1.074744452,1654.842207
31420,11249.13281,3.4416,2.4692,1.074744251,1654.841486
31430,11249.12695,3.4416,2.4692,1.07474423,1654.841383
31440,11249.04785,3.44161,2.4692,1.07474403,1654.840129
31450,11249.11719,3.4416,2.4692,1.074744195,1654.841211
31461,11249.14551,3.44158,2.4692,1.07474413,1654.841434
31471,11249.07129,3.44158,2.4692,1.074743865,1654.840129
31481,11249.1582,3.4416,2.4691,1.074744445,1654.841678
31491,11249.06836,3.4416,2.4692,1.07474402,1654.840352
31501,11249.05273,3.4416,2.4692,1.074743964,1654.840078
31511,11249.09863,3.44159,2.4691,1.074744149,1654.840493
31522,11249.1416,3.44158,2.4692,1.074744116,1654.841365
31532,11249.16113,3.44158,2.4691,1.074744289,1654.841455
31542,11249.2168,3.44157,2.4692,1.074744301,1654.84255
31552,11249.1377,3.44157,2.4692,1.074744019,1654.841159
31562,11249.09961,3.44157,2.4692,1.074743883,1654.84049
31572,11249.10352,3.44156,2.4692,1.074743814,1654.840421
31583,11249.12695,3.44155,2.4692,1.074743814,1654.840696
31593,11249.19531,3.44155,2.4691,1.074744162,1654.841643
31603,11249.03711,3.44154,2.4692,1.07474341,1654.838979
31613,11249.10645,3.44154,2.4692,1.074743658,1654.840198
31623,11249.11035,3.44153,2.4692,1.074743589,1654.840129
31633,11249.18945,3.44154,2.4692,1.074743955,1654.841657
31644,11249.03711,3.44152,2.4692,1.074743244,1654.838704
31654,11249.17969,3.44151,2.4693,1.074743567,1654.841328
31664,11249.13867,3.44151,2.4693,1.07474342,1654.840607
31674,11249.10254,3.4415,2.4692,1.074743312,1654.83958
31684,11249.25586,3.44149,2.4693,1.074743673,1654.842392
31694,11249.0957,3.44148,2.4692,1.074743121,1654.839185
31705,11249.1123,3.44147,2.4693,1.074742994,1654.839594
31715,11249.12109,3.44146,2.4693,1.074742942,1654.839611
31725,11249.04883,3.44146,2.4693,1.074742684,1654.83834
31735,11249.02246,3.44145,2.4693,1.074742507,1654.837739
31745,11249.12305,3.44144,2.4692,1.074742887,1654.839116
31755,11249.10352,3.44144,2.4693,1.074742713,1654.839027
31766,11249.08301,3.44141,2.4693,1.074742391,1654.838254
31776,11248.99219,3.44142,2.4692,1.074742253,1654.83654
31786,11249.20215,3.4414,2.4692,1.074742837,1654.839957
31796,11249.19629,3.44139,2.4693,1.07474263,1654.839971
31806,11249.18555,3.44138,2.4693,1.074742508,1654.839645
31817,11249.1123,3.44137,2.4694,1.07474206,1654.838474
31827,11249.0332,3.44137,2.4694,1.074741777,1654.837083
31837,11249.08984,3.44135,2.4694,1.074741814,1654.837804
31847,11249.06641,3.44136,2.4694,1.074741813,1654.83753
31857,11249.06836,3.44133,2.4694,1.074741571,1654.837152
31867,11249.07715,3.44133,2.4694,1.074741602,1654.837306
31878,11249.14844,3.4413,2.4693,1.074741711,1654.837894
31888,11249.07715,3.441289,2.4693,1.074741365,1654.836489
31898,11249.24121,3.44127,2.4693,1.074741794,1654.839113
31908,11249.06836,3.44125,2.4693,1.07474101,1654.835799
31918,11249.11719,3.44124,2.4693,1.074741101,1654.83652
31928,11249.19727,3.44123,2.4693,1.074741304,1654.837791
31939,11249.16211,3.44123,2.4693,1.074741179,1654.837172
31949,11248.95508,3.4412,2.4694,1.074740086,1654.833374
31959,11249.1582,3.44121,2.4694,1.074740895,1654.837083
31969,11248.98535,3.4412,2.4694,1.074740195,1654.833907
31979,11249.05371,3.44118,2.4694,1.074740273,1654.834834
31989,11249.10352,3.44116,2.4694,1.074740285,1654.835435
32000,11249.13867,3.44116,2.4694,1.07474041,1654.836053
32010,11249.13477,3.44115,2.4694,1.074740313,1654.835847
32020,11249.12891,3.44115,2.4694,1.074740292,1654.835744
32030,11249.14258,3.44113,2.4694,1.074740175,1654.83571
32040,11249.07715,3.44113,2.4693,1.074740045,1654.834305
32050,11249.14844,3.4411,2.4693,1.07474005,1654.835146
32061,11249.00879,3.44109,2.4693,1.074739468,1654.832553
32071,11249.14258,3.44106,2.4692,1.074739801,1654.834239
32081,11249.06445,3.44107,2.4693,1.074739501,1654.833257
32091,11249.1123,3.44103,2.4693,1.07473934,1654.833549
32101,11249.04883,3.44101,2.4692,1.074739051,1654.831904
32111,11249.18164,3.44099,2.4691,1.074739463,1654.83371
32122,11249.07617,3.44099,2.4693,1.074738879,1654.832364
32132,11249.11426,3.44096,2.4692,1.074738869,1654.832368
32142,11249.20117,3.44093,2.4692,1.074738931,1654.833484
32152,11249.16699,3.44091,2.4692,1.074738642,1654.832608
32162,11249.11621,3.44091,2.4692,1.074738461,1654.831715
32173,11249.19824,3.44089,2.4692,1.074738588,1654.832883
32183,11249.00781,3.44085,2.4692,1.074737575,1654.828985
32193,11249.05859,3.44084,2.4693,1.07473757,1654.829995
32203,11249.10742,3.44083,2.4692,1.074737765,1654.830462
32213,11249.19238,3.44081,2.4692,1.074737903,1654.831681
32223,11249.08008,3.44081,2.4692,1.074737501,1654.829706
32234,11249.05371,3.44079,2.4692,1.074737241,1654.828968
32244,11249.1123,3.44077,2.4692,1.074737284,1654.829723
32254,11249.06445,3.44077,2.4692,1.074737113,1654.828882
32264,11249.0918,3.44072,2.4693,1.074736692,1654.82893
32274,11249.24219,3.44072,2.4693,1.07473723,1654.831575
32284,11249.12695,3.4407,2.4693,1.074736652,1654.829274
32295,11249.0625,3.44068,2.4693,1.074736255,1654.827866
32305,11249.08984,3.44066,2.4693,1.074736187,1654.828072
32315,11249.17871,3.44064,2.4693,1.074736338,1654.82936
32325,11249.1582,3.44062,2.4693,1.074736099,1654.828724
32335,11249,3.44061,2.4693,1.074735451,1654.825805
32345,11249.07227,3.44059,2.4693,1.074735543,1654.826801
32356,11249.13086,3.44058,2.4693,1.074735669,1654.827694
32366,11249.03613,3.44055,2.4693,1.074735082,1654.825616
32376,11249.02734,3.44053,2.4692,1.074734988,1654.824933
32386,11249.13477,3.4405,2.4692,1.074735122,1654.826409
32396,11249.05859,3.44048,2.4692,1.074734684,1654.824795
32406,11249.08789,3.44048,2.4692,1.074734789,1654.82531
32417,11249.04102,3.44045,2.4692,1.074734372,1654.824074
32427,11249.04395,3.44043,2.4693,1.074734113,1654.824105
32437,11249.18262,3.44041,2.4692,1.074734546,1654.826014
32447,11249.11523,3.44039,2.4692,1.074734139,1654.824555
32457,11249.21094,3.44036,2.4692,1.074734232,1654.825825
32468,11249.19141,3.44034,2.4693,1.074733893,1654.825462
32478,11249.07227,3.44032,2.4693,1.074733301,1654.823092
32488,11249.17969,3.44032,2.4693,1.074733685,1654.824981
32498,11249.10352,3.44027,2.4692,1.074733101,1654.8227
32508,11249.0293,3.44027,2.4692,1.074732836,1654.821395
32518,11248.98242,3.44025,2.4692,1.074732502,1654.820296
32529,11249.16113,3.44024,2.4692,1.074733058,1654.823301
32539,11249.0625,3.44022,2.4692,1.074732539,1654.821292
32549,11249.12695,3.4402,2.4693,1.0747325,1654.822405
32559,11249.06055,3.44018,2.4691,1.074732303,1654.820454
32569,11249.16211,3.44016,2.4693,1.074732293,1654.822474
32579,11249.05859,3.44014,2.4692,1.074731861,1654.820125
32590,11249.0498,3.44012,2.4692,1.074731663,1654.819695
32600,11249.16211,3.44012,2.4691,1.074732168,1654.821416
32610,11249.08301,3.44009,2.4692,1.074731533,1654.819867
32620,11249.21289,3.44008,2.4692,1.074731914,1654.822013
32630,11249.14258,3.44005,2.4692,1.074731413,1654.820365
32640,11249.1709,3.44003,2.4692,1.074731349,1654.820588
32651,11249.04102,3.44,2.4692,1.074730635,1654.817892
32661,11249.08789,3.440011,2.4693,1.074730791,1654.819122
32671,11249.1416,3.43998,2.4692,1.074730829,1654.819386
32681,11249.2334,3.43995,2.4692,1.074730908,1654.820588
32691,11249.12988,3.43995,2.4692,1.074730538,1654.818768
32701,11249.15137,3.43993,2.4691,1.074730552,1654.818617
32712,11249.07617,3.43991,2.4692,1.074730014,1654.817274
32722,11249.08789,3.43989,2.4692,1.074729889,1654.817205
32732,11249.05762,3.43988,2.4692,1.074729698,1654.816536
32742,11249.10156,3.43987,2.4692,1.074729772,1654.817171
32752,11249.00879,3.43984,2.4692,1.074729191,1654.815128
32762,11249.13281,3.43983,2.4692,1.074729552,1654.817171
32773,11249.0791,3.43982,2.4692,1.074729277,1654.816089
32783,11249.05273,3.4398,2.4693,1.074728913,1654.815605
32793,11249.0752,3.43978,2.4692,1.074728931,1654.815471
32803,11249.10449,3.43976,2.4692,1.074728869,1654.815712
32813,11249.1084,3.43976,2.4692,1.074728883,1654.81578
32824,11249.07227,3.43974,2.4692,1.074728588,1654.81487
32834,11249.04199,3.43972,2.4691,1.074728417,1654.813809
32844,11249.0127,3.43971,2.4692,1.074728126,1654.813411
32854,11249.12695,3.43969,2.4692,1.074728368,1654.815145
32864,11249.19531,3.43968,2.4692,1.074728529,1654.81621
32874,11249.0918,3.43967,2.4692,1.074728076,1654.814252
32885,11249.14648,3.43966,2.4692,1.074728189,1654.815076
32895,11249.24219,3.43965,2.4692,1.074728448,1654.816622
32905,11249.14551,3.43963,2.4692,1.074727936,1654.814647
32915,11249.07324,3.43963,2.4692,1.074727678,1654.813376
32925,11249.0918,3.43962,2.4692,1.074727661,1654.813565
32935,11249.05273,3.4396,2.4692,1.074727356,1654.812603
32946,11249.00195,3.43959,2.4692,1.074727091,1654.811573
32956,11249.12891,3.43958,2.4692,1.074727462,1654.813668
32966,11249.11426,3.43957,2.4692,1.074727326,1654.813273
32976,11249.1543,3.43955,2.4692,1.074727303,1654.813702
32986,11249.05371,3.43954,2.4692,1.074726861,1654.811796
32996,11249.1377,3.43953,2.4692,1.074727078,1654.813136
33007,11248.99805,3.43952,2.4691,1.074726599,1654.810288
33017,11249.04883,3.43951,2.4692,1.074726594,1654.811298
33027,11249.11035,3.4395,2.4692,1.074726731,1654.812243
33037,11249.11035,3.43948,2.4692,1.074726565,1654.811968
33047,11249.01367,3.43949,2.4692,1.074726303,1654.810406
33057,11249.0791,3.43947,2.4691,1.074726474,1654.811027
33068,11249.16016,3.43947,2.4691,1.074726763,1654.812452
33078,11249.01465,3.43945,2.4692,1.074725974,1654.809873
33088,11249.05762,3.43947,2.4692,1.074726294,1654.810904
33098,11249.08301,3.43943,2.4692,1.074726052,1654.8108
33108,11249.07227,3.43943,2.4692,1.074726014,1654.810612
33118,11249.08496,3.43943,2.4692,1.074726059,1654.810835
33129,11249.09863,3.43941,2.4692,1.074725942,1654.8108
33139,11249.21289,3.43942,2.4691,1.074726537,1654.812693
33149,11248.96289,3.43941,2.4691,1.07472556,1654.808159
33159,11249.05762,3.4394,2.4692,1.074725712,1654.809942
33169,11249.08301,3.43939,2.4692,1.07472572,1654.810251
33180,11249.08496,3.43939,2.4692,1.074725727,1654.810285
33190,11249.15137,3.43937,2.4692,1.074725798,1654.811178
33200,11249.1084,3.43937,2.4692,1.074725645,1654.810423
33210,11249.02539,3.43936,2.4691,1.074725368,1654.808571
33220,11249.03711,3.43935,2.4691,1.074725327,1654.80864
33230,11249.07227,3.43935,2.4691,1.074725453,1654.809258
33241,11249.03613,3.43933,2.4692,1.074725054,1654.808603
33251,11249.10449,3.43933,2.4692,1.074725299,1654.809805
33261,11249.1416,3.43933,2.4692,1.074725431,1654.810457
33271,11249.09766,3.43931,2.4692,1.074725108,1654.80941
33281,11249.00195,3.43931,2.4692,1.074724766,1654.807727
33291,11249.11523,3.43931,2.4692,1.074725171,1654.809719
33302,11248.96289,3.4393,2.4691,1.074724647,1654.806648
33312,11249.05273,3.4393,2.4692,1.074724864,1654.808482
33322,11249.02246,3.4393,2.4691,1.07472486,1654.807696
33332,11248.98633,3.43929,2.4692,1.074724544,1654.807177
33342,11249.04004,3.43928,2.4691,1.074724757,1654.80773
33352,11248.97363,3.43929,2.4691,1.074724602,1654.8067
33363,11248.94336,3.43927,2.4692,1.074724224,1654.806147
33373,11249.03516,3.43928,2.4692,1.074724636,1654.807899
33383,11249.2002,3.43927,2.4692,1.074725142,1654.810663
33393,11249.06836,3.43926,2.4691,1.074724692,1654.807953
33403,11249.10742,3.43926,2.4691,1.074724831,1654.80864
33413,11249.08301,3.43926,2.4691,1.074724744,1654.808211
33424,11249.05762,3.43925,2.4691,1.07472457,1654.807627
33434,11249.0332,3.43924,2.4691,1.0747244,1654.80706
33444,11249.13086,3.43923,2.4691,1.074724666,1654.80864
33454,11249.04004,3.43922,2.4691,1.074724258,1654.806906
33464,11249.08301,3.43924,2.4691,1.074724578,1654.807936
33475,11249.07031,3.43923,2.4692,1.074724346,1654.80783
33485,11246.55762,3.43912,2.4736,1.074709899,1654.773328
33495,11240.9873,3.43959,2.4724,1.074695137,1654.678784
33505,11234.00879,3.43883,2.4702,1.074666162,1654.540036
33515,11227.27637,3.43863,2.467,1.074643748,1654.410763
33525,11220.66895,3.43841,2.4648,1.074620578,1654.285955
33536,11213.99609,3.43874,2.4627,1.074601637,1654.167813
33546,11206.64844,3.43953,2.4605,1.074584207,1654.043879
33556,11199.90039,3.43968,2.4588,1.074563084,1653.922962
33566,11193.08301,3.43863,2.4585,1.074530287,1653.787882
33576,11186.4873,3.4377,2.4572,1.074500312,1653.655802
33586,11178.91699,3.43772,2.4556,1.074475054,1653.51889
33597,11172.41211,3.4371,2.4543,1.074447973,1653.392667
33607,11165.58105,3.43673,2.453,1.074421801,1653.264148
33617,11158.78125,3.43689,2.4502,1.074401697,1653.139653
33627,11151.48926,3.43725,2.45,1.074378802,1653.015885
33637,11144.71875,3.43678,2.4489,1.074351799,1652.887563
33647,11138.08594,3.43621,2.4474,1.074324868,1652.759262
33658,11131.49219,3.43574,2.4462,1.074298595,1652.633789
33668,11123.80664,3.43527,2.4448,1.074268616,1652.488607
33678,11117.22754,3.4348,2.4435,1.074242492,1652.363133
33688,11110.4082,3.43456,2.4421,1.074217521,1652.236349
33698,11103.75781,3.4346,2.4392,1.074197036,1652.112569
33708,11096.30469,3.43475,2.4384,1.074172416,1651.98155
33719,11089.46094,3.43377,2.438,1.074140154,1651.846681
33729,11082.66504,3.43333,2.4367,1.074113487,1651.717802
33739,11076.08496,3.43287,2.4354,1.074087424,1651.592441
33749,11068.5752,3.43254,2.434,1.074059212,1651.45227
33759,11061.83008,3.4325,2.4322,1.074036565,1651.328525
33769,11055.0332,3.432,2.4314,1.074008865,1651.200073
33780,11048.48926,3.43172,2.4301,1.073984418,1651.077827
33790,11041.14551,3.43181,2.4276,1.073961424,1650.943563
33800,11034.26758,3.43138,2.4273,1.07393349,1650.815927
33810,11027.50781,3.43122,2.4257,1.07390957,1650.690777
33820,11020.72852,3.43114,2.4234,1.073886969,1650.564599
33831,11013.31738,3.43098,2.4212,1.073861328,1650.426462
33841,11006.61914,3.43103,2.4191,1.073839888,1650.304017
33851,10999.87891,3.43101,2.4171,1.073817609,1650.180123
33861,10993.04492,3.43127,2.4138,1.073798671,1650.055129
33871,10985.59766,3.43111,2.4136,1.07377082,1649.921471
33881,10978.87012,3.43021,2.4165,1.07373617,1649.798158
33892,10972.2168,3.42999,2.4149,1.07371211,1649.674048
33902,10965.37305,3.42978,2.4116,1.073689204,1649.542378
33912,10958.0127,3.42951,2.411,1.073661149,1649.407702
33922,10951.46289,3.42913,2.41,1.073635496,1649.28473
33932,10944.70215,3.42865,2.4098,1.073607421,1649.158712
33942,10937.94824,3.42866,2.4072,1.073585937,1649.033455
33953,10931.10742,3.42848,2.4054,1.073561727,1648.906087
33963,10923.62012,3.42871,2.4026,1.073539648,1648.770473
33973,10916.88574,3.4279,2.4043,1.073506935,1648.64521
33983,10909.8877,3.4278,2.4019,1.073483439,1648.514648
33993,10902.99219,3.4277,2.3988,1.073461032,1648.384096
34003,10895.59766,3.42732,2.3998,1.073430251,1648.251393
34014,10888.625,3.42671,2.3989,1.073401027,1648.118048
34024,10882.07129,3.42627,2.3977,1.073375035,1647.993656
34034,10875.31055,3.42606,2.3964,1.07335032,1647.868557
34044,10867.85645,3.42597,2.3945,1.073324732,1647.731396
34054,10861.17969,3.42581,2.3929,1.073301042,1647.607699
34064,10854.2832,3.4259,2.3881,1.073281955,1647.475402
34075,10847.58594,3.42518,2.3906,1.073249267,1647.354084
34085,10840.0498,3.42457,2.3897,1.073217992,1647.210826
34095,10833.26855,3.4247,2.3874,1.073197061,1647.087521
34105,10826.62109,3.42463,2.3849,1.073175143,1646.963278
34115,10819.72754,3.42392,2.3858,1.073143473,1646.834542
34125,10812.31055,3.42359,2.3843,1.073115573,1646.695725
34136,10805.62012,3.42398,2.3794,1.07309982,1646.570957
34146,10798.64648,3.4238,2.3802,1.073072387,1646.447923
34156,10791.85254,3.42414,2.3761,1.073055013,1646.322696
34166,10784.38477,3.42347,2.3776,1.073020972,1646.185962
34176,10777.42285,3.42311,2.3754,1.072995167,1646.052927
34187,10770.46289,3.42306,2.3728,1.072972373,1645.923211
34197,10763.83301,3.42308,2.3735,1.072947941,1645.80875
34207,10756.23242,3.42282,2.3714,1.072920559,1645.666136
34217,10749.43262,3.42206,2.3722,1.072888877,1645.538091
34227,10742.69238,3.42197,2.3697,1.072866424,1645.411937
34237,10735.81738,3.42164,2.3695,1.072839098,1645.285985
34248,10728.35254,3.42118,2.3681,1.072809793,1645.144769
34258,10721.53906,3.4207,2.3669,1.072782458,1645.015237
34268,10714.8584,3.42048,2.3654,1.072758087,1644.890889
34278,10707.96094,3.42077,2.3603,1.072740921,1644.760576
34288,10700.3877,3.42033,2.3622,1.072707971,1644.626221
34298,10693.6709,3.42048,2.3595,1.0726878,1644.503309
34309,10686.94238,3.42039,2.3573,1.072665057,1644.378132
34319,10680.17871,3.41996,2.3581,1.072636236,1644.255317
34329,10672.60742,3.41927,2.3574,1.072603869,1644.11082
34339,10665.9082,3.41878,2.3562,1.072576837,1643.983151
34349,10659.11719,3.41848,2.3549,1.072551166,1643.856261
34359,10652.7207,3.41811,2.3537,1.072526225,1643.735586
34370,10645.44531,3.41784,2.3522,1.072499258,1643.600086
34380,10638.4082,3.41757,2.3509,1.072472942,1643.469289
34390,10631.89355,3.41769,2.346,1.072455495,1643.343843
34400,10624.87695,3.41823,2.3436,1.072437178,1643.221885
34410,10617.3877,3.41796,2.3422,1.072409324,1643.082885
34420,10610.5127,3.41728,2.3453,1.072375597,1642.960551
34431,10603.92871,3.41682,2.3443,1.072348997,1642.835837
34441,10597.09766,3.41629,2.343,1.072321224,1642.705028
34451,10589.64258,3.416239,2.3406,1.07229635,1642.56711
34461,10582.91113,3.41621,2.338,1.072274477,1642.441702
34471,10576.19238,3.41611,2.3354,1.072252052,1642.315524
34481,10569.4082,3.41592,2.3358,1.072225535,1642.194677
34492,10561.9375,3.41515,2.3362,1.072191664,1642.053653
34502,10555.13477,3.41459,2.3351,1.072163515,1641.923433
34512,10548.50195,3.41432,2.3338,1.072138619,1641.79974
34522,10541.81055,3.41405,2.3326,1.072113404,1641.675276
34532,10534.52246,3.41365,2.3312,1.072085144,1641.53799
34543,10527.7832,3.41339,2.3299,1.072059938,1641.412566
34553,10521.19727,3.41308,2.3286,1.072034862,1641.289137
34563,10514.54004,3.41284,2.3272,1.072010218,1641.165176
34573,10507.31641,3.41254,2.326,1.071982811,1641.030939
34583,10500.53125,3.41228,2.3245,1.071957633,1640.904191
34593,10493.97656,3.41203,2.3233,1.07193306,1640.782409
34604,10487.35254,3.41177,2.3222,1.071908046,1640.659527
34614,10479.875,3.41143,2.3208,1.071879578,1640.519751
34624,10473.0332,3.41116,2.3195,1.071853893,1640.392385
34634,10466.31348,3.41094,2.3182,1.071829066,1640.267866
34644,10459.58301,3.41063,2.3169,1.071803441,1640.141895
34654,10452.2832,3.41043,2.3156,1.071776677,1640.007464
34665,10445.58008,3.41016,2.3141,1.071751687,1639.882018
34675,10438.86328,3.41049,2.31,1.071734375,1639.758025
34685,10432.17383,3.41057,2.3071,1.071713819,1639.634111
34695,10424.52344,3.41036,2.3082,1.071683214,1639.499594
34705,10417.99805,3.40965,2.3089,1.071652884,1639.376788
34715,10411.33887,3.40992,2.306,1.071634029,1639.256076
34726,10404.43555,3.41002,2.3011,1.071614919,1639.12351
34736,10397.05176,3.41035,2.2973,1.07159487,1638.988584
34746,10390.31641,3.40994,2.3015,1.071562681,1638.875369
34756,10383.56445,3.40956,2.3012,1.071535325,1638.750631
34766,10376.62695,3.40925,2.3008,1.071507985,1638.623359
34776,10369.0918,3.40902,2.2984,1.071481214,1638.481531
34787,10362.21484,3.40829,2.2986,1.07144993,1638.350971
34797,10355.41699,3.4078,2.2973,1.071422499,1638.221288
